subject	section	front	back
Number Sense	Memorize: Powers	$3^7 =$	2187
Number Sense	Memorize: Powers	$5^3 =$	125
Number Sense	Memorize: Powers	$5^4 =$	625
Number Sense	Memorize: Powers	$5^5 =$	3125
Number Sense	Memorize: Fractions	$\frac{1}{6} =$	$16\frac{2}{3}\%$
Number Sense	Memorize: Fractions	$\frac{5}{6} =$	$83\frac{1}{3}\%$
Number Sense	Memorize: Fractions	$\frac{1}{7} =$	$14\frac{2}{7}\%$
Number Sense	Memorize: Fractions	$\frac{2}{7} =$	$28\frac{4}{7}\%$
Number Sense	Memorize: Fractions	$\frac{3}{7} =$	$42\frac{6}{7}\%$
Number Sense	Memorize: Fractions	$\frac{4}{7} =$	$57\frac{1}{7}\%$
Number Sense	Memorize: Fractions	$\frac{5}{7} =$	$71\frac{3}{7}\%$
Number Sense	Memorize: Fractions	$\frac{6}{7} =$	$85\frac{5}{7}\%$
Number Sense	Memorize: Fractions	$\frac{1}{8} =$	$12\frac{1}{2}\%$
Number Sense	Memorize: Fractions	$\frac{3}{8} =$	$37\frac{1}{2}\%$
Number Sense	Memorize: Fractions	$\frac{5}{8} =$	$62\frac{1}{2}\%$
Number Sense	Memorize: Fractions	$\frac{7}{8} =$	$87\frac{1}{2}\%$
Number Sense	Memorize: Fractions	$\frac{1}{8}$ as a decimal =	.125
Number Sense	Memorize: Fractions	$\frac{3}{8}$ as a decimal =	.375
Number Sense	Memorize: Fractions	$\frac{5}{8}$ as a decimal =	.625
Number Sense	Memorize: Fractions	$\frac{7}{8}$ as a decimal =	.875
Number Sense	Memorize: Fractions	$\frac{1}{9} =$	$11\frac{1}{9}\%$
Number Sense	Memorize: Fractions	$\frac{2}{9} =$	$22\frac{2}{9}\%$
Number Sense	Memorize: Fractions	$\frac{4}{9} =$	$44\frac{4}{9}\%$
Number Sense	Memorize: Fractions	$\frac{5}{9} =$	$55\frac{5}{9}\%$
Number Sense	Memorize: Fractions	$\frac{7}{9} =$	$77\frac{7}{9}\%$
Number Sense	Memorize: Fractions	$\frac{8}{9} =$	$88\frac{8}{9}\%$
Number Sense	Memorize: Fractions	$\frac{1}{10} =$	$10\%$
Number Sense	Memorize: Fractions	$\frac{3}{10} =$	$30\%$
Number Sense	Memorize: Fractions	$\frac{7}{10} =$	$70\%$
Number Sense	Memorize: Fractions	$\frac{9}{10} =$	$90\%$
Number Sense	Memorize: Fractions	$\frac{1}{11} =$	$9\frac{1}{11}\%$
Number Sense	Memorize: Fractions	$\frac{2}{11} =$	$18\frac{2}{11}\%$
Number Sense	Memorize: Fractions	$\frac{3}{11} =$	$27\frac{3}{11}\%$
Number Sense	Memorize: Fractions	$\frac{4}{11} =$	$36\frac{4}{11}\%$
Number Sense	Memorize: Fractions	$\frac{5}{11} =$	$45\frac{5}{11}\%$
Number Sense	Memorize: Fractions	$\frac{6}{11} =$	$54\frac{6}{11}\%$
Number Sense	Memorize: Fractions	$\frac{7}{11} =$	$63\frac{7}{11}\%$
Number Sense	Memorize: Fractions	$\frac{8}{11} =$	$72\frac{8}{11}\%$
Number Sense	Memorize: Fractions	$\frac{9}{11} =$	$81\frac{9}{11}\%$
Number Sense	Memorize: Fractions	$\frac{10}{11} =$	$90\frac{10}{11}\%$
Number Sense	Memorize: Fractions	$\frac{1}{12} =$	$8\frac{1}{3}\%$
Number Sense	Memorize: Fractions	$\frac{5}{12} =$	$41\frac{2}{3}\%$
Number Sense	Memorize: Fractions	$\frac{7}{12} =$	$58\frac{1}{3}\%$
Number Sense	Memorize: Fractions	$\frac{11}{12} =$	$91\frac{2}{3}\%$
Number Sense	Memorize: Fractions	$\frac{1}{16} =$	$6\frac{1}{4}\%$
Number Sense	Memorize: Fractions	$\frac{3}{16} =$	$18\frac{3}{4}\%$
Number Sense	Memorize: Fractions	$\frac{5}{16} =$	$31\frac{1}{4}\%$
Number Sense	Memorize: Fractions	$\frac{7}{16} =$	$43\frac{3}{4}\%$
Number Sense	Memorize: Fractions	$\frac{9}{16} =$	$56\frac{1}{4}\%$
Number Sense	Memorize: Fractions	$\frac{11}{16} =$	$68\frac{3}{4}\%$
Number Sense	Memorize: Fractions	$\frac{13}{16} =$	$81\frac{1}{4}\%$
Number Sense	Memorize: Fractions	$\frac{15}{16} =$	$93\frac{3}{4}\%$
Number Sense	Memorize: Special Numbers	$999 = 27 \times 37$	$999 = 27 \times 37$
Number Sense	Memorize: Special Numbers	$77 = 1001 \div 13$	$77 = 1001 \div 13$
Number Sense	Memorize: Special Numbers	$3367 = 10101 \div 3$	$3367 = 10101 \div 3$
Number Sense	Memorize: Special Numbers	$1430 = 10010 \div 7$	$1430 = 10010 \div 7$
Number Sense	Memorize: Special Numbers	$1443 = 10101 \div 7$	$1443 = 10101 \div 7$
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{I} =$	1
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{V} =$	5
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{X} =$	10
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{L} =$	50
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{C} =$	100
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{D} =$	500
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{M} =$	1000
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{IV} =$	4
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{IX} =$	9
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{XL} =$	40
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{XC} =$	90
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{CD} =$	400
Number Sense	Memorize: Roman Numerals	Roman numeral $\text{CM} =$	900
Number Sense	Memorize: Square Roots	$\sqrt{2} \approx$	1.414
Number Sense	Memorize: Square Roots	$\sqrt{3} \approx$	1.732
Number Sense	Memorize: Square Roots	$\sqrt{5} \approx$	2.236
Number Sense	Memorize: Square Roots	$\sqrt{6} \approx$	2.449
Number Sense	Memorize: Square Roots	$\sqrt{7} \approx$	2.646
Number Sense	Memorize: Square Roots	$\sqrt{8} \approx$	2.828
Number Sense	Memorize: Conversions	1 gallon = ___ quarts	1 gallon = 4 quarts
Number Sense	Memorize: Conversions	1 quart = ___ pints	1 quart = 2 pints
Number Sense	Memorize: Conversions	1 pint = ___ cups	1 pint = 2 cups
Number Sense	Memorize: Conversions	1 gallon = ___ cups	1 gallon = 16 cups
Number Sense	Memorize: Conversions	1 gallon = ___ oz.	1 gallon = 128 oz.
Number Sense	Memorize: Conversions	1 cup = ___ oz.	1 cup = 8 oz.
Number Sense	Memorize: Conversions	1 tbsp. = ___ oz.	1 tbsp. = .5 oz.
Number Sense	Memorize: Conversions	1 tsp. = ___ oz.	1 tsp. = $\frac{1}{6}$ oz.
Number Sense	Memorize: Conversions	1 gallon = ___ $\text{in}^3$	1 gallon = 231 $\text{in}^3$
Number Sense	Memorize: Conversions	1 pound = ___ oz.	1 pound = 16 oz.
Number Sense	Memorize: Conversions	1 ton = ___ lbs	1 ton = 2000 lbs
Number Sense	Memorize: Conversions	1 sq. mile = ___ acres	1 sq. mile = 640 acres
Number Sense	Memorize: Conversions	1 mile = ___ rods	1 mile = 320 rods
Number Sense	Memorize: Conversions	1 rod = ___ feet	1 rod = 16.5 feet
Number Sense	Memorize: Conversions	1 bushel = ___ pecks	1 bushel = 4 pecks
Number Sense	Memorize: Conversions	1 day = ___ minutes	1 day = 1440 minutes
Number Sense	Memorize: Constants	$\pi \approx$ (3 decimal places)	3.142
Number Sense	Memorize: Constants	$e \approx$ (3 decimal places)	2.718
Number Sense	Memorize: Fractions	$\frac{1}{2} =$	$50\%$
Number Sense	Memorize: Fractions	$\frac{1}{3} =$	$33\frac{1}{3}\%$
Number Sense	Memorize: Fractions	$\frac{2}{3} =$	$66\frac{2}{3}\%$
Number Sense	Memorize: Fractions	$\frac{1}{4} =$	$25\%$
Number Sense	Memorize: Fractions	$\frac{3}{4} =$	$75\%$
Number Sense	Memorize: Fractions	$\frac{1}{5} =$	$20\%$
Number Sense	Memorize: Fractions	$\frac{2}{5} =$	$40\%$
Number Sense	Memorize: Fractions	$\frac{3}{5} =$	$60\%$
Number Sense	Memorize: Fractions	$\frac{4}{5} =$	$80\%$
Number Sense	Memorize: Fractions	$\frac{1}{5}$ as a decimal =	.2
Number Sense	Memorize: Fractions	$\frac{2}{5}$ as a decimal =	.4
Number Sense	Memorize: Fractions	$\frac{3}{5}$ as a decimal =	.6
Number Sense	Memorize: Fractions	$\frac{4}{5}$ as a decimal =	.8
