subject	section	front	back
Mathematics	Algebra 1	Matthew's test grades: 86, 92, 91, 87 (each count once); final exam counts twice. Minimum final exam score needed for a 90.0 average?	92 $\left(\frac{356+2f}{6}\geq90 \Rightarrow 2f\geq184 \Rightarrow f\geq92\right)$
Mathematics	Geometry	Points $A$, $B$, $C$, $D$ on a circle. $\overline{BD}$ intersects $\overline{AC}$ at $E$. $BE=4$, $AE=6$, $DE=9$. Find $CE$. (nearest tenth)	6.0 ($BE\cdot DE = AE\cdot CE \Rightarrow 4\times9=6\times CE \Rightarrow CE=6.0$)
Mathematics	Geometry	$\overline{HF}$ intersects $\overline{IG}$ at point $J$ inside a circle. Minor arc $GF=88°$, minor arc $IH=108°$. Find $m\angle HJG$.	82° ($\angle HJF = \frac{1}{2}(108+88)=98°$; $\angle HJG = 180°-98°=82°$)
Mathematics	Geometry	$\triangle ABC \sim \triangle DEF$. $AB=22$, $BC=20$, $AC=14$, $EF=15$. Find the perimeter of $\triangle DEF$. (nearest tenth)	42.0 (scale factor $=15/20=3/4$; perimeter $=56\times3/4=42.0$)
Mathematics	Geometry	$\triangle ABC \sim \triangle DEF$ with $AB=22$, $BC=20$. Point $G$ lies on $\overline{AC}$ and $\overline{BG}$ bisects $\angle ABC$. Find $CG$. (nearest tenth)	6.7 (angle bisector: $AG/GC=AB/BC=22/20=11/10$; $GC=14\times10/21=20/3\approx6.7$)
Mathematics	Geometry	Rhombus $PQRS$: $PR=12.274$, $QS=25.166$. Find the area. (nearest whole number)	154 ($A=\frac{1}{2}d_1d_2=\frac{1}{2}(12.274)(25.166)\approx154$)
Mathematics	Geometry	A cylinder has diameter 4 ft and height 8 ft. Find the total surface area. (nearest whole number)	126 ft² ($TSA=2\pi r^2+2\pi rh=2\pi(4)+2\pi(2)(8)=40\pi\approx126$)
Mathematics	Geometry	Same cylinder (diameter 4 ft, height 8 ft). How many gallons of water are required to fill it completely? (nearest whole number)	752 gal ($V=\pi(2)^2(8)=32\pi\approx100.53$ ft³; $\times7.48052\approx752$ gal)
Mathematics	Geometry	Circle with center $O$, diameter $\overline{BD}$. $\overline{AC}\perp\overline{BD}$, $AC=80$, $BE=32$. Find the area of $\triangle OEC$. (nearest whole number)	180 ($AE=EC=40$; $r^2=(r-32)^2+40^2 \Rightarrow r=41$; $OE=9$; area $=\frac{1}{2}(40)(9)=180$)
Mathematics	Geometry	Same circle ($r=41$, $BE=32$). Find the length of minor arc $\widehat{CD}$. (nearest tenth)	73.5 ($E=(9,0)$, $C=(9,-40)$; $\angle COD=\arccos(-0.2196)\approx102.68°$; arc $=41\times1.792\approx73.5$)
Mathematics	Geometry	$\overline{PS}$ is tangent to a circle at $S$. $PQ=16$, $QR=22$. Find $PS$. (nearest tenth)	24.7 ($PS^2=PQ\cdot PR=16\times38=608$; $PS=\sqrt{608}\approx24.7$)
Mathematics	Algebra 2	A collection of 24 marbles: 20 green, 2 red, 2 blue (all identical in size). How many distinct arrangements are possible in a row?	63,756 $\left(\dfrac{24!}{20!\cdot2!\cdot2!}=63{,}756\right)$
Mathematics	Algebra 2	Arithmetic sequence $7, 11, 15, 19, \ldots$ Find the sum of the first 19 terms.	817 ($a_1=7$, $d=4$, $a_{19}=79$; $S_{19}=\frac{19}{2}(7+79)=817$)
Mathematics	Algebra 2	Geometric sequence $4, 6, 9, 13.5, 20.25, \ldots$ ($r=1.5$). Find the sum of the first 11 terms. (nearest tenth)	684.0 ($S_{11}=4\cdot\frac{1.5^{11}-1}{0.5}=4\times171.0\approx684.0$)
Mathematics	Geometry	A regular polygon has interior angle $135°$. Side length $= 12$. Find the area of the polygon. (nearest whole number)	695 (135° interior angle $\Rightarrow$ octagon ($n=8$); area $=2(1+\sqrt{2})(144)\approx695$)
Mathematics	Geometry	Same regular octagon (side 12). Find the area of the inscribed circle. (nearest whole number)	659 (apothem $=6\cot(22.5°)\approx14.485$; area $=\pi(14.485)^2\approx659$)
Mathematics	Algebra 2	$f(x)=\dfrac{2x+7}{3x-2}$ and $g(x)=\dfrac{4x-1}{5x+2}$. Find $f^{-1}(2)-g^{-1}(2)$.	$3\dfrac{7}{12}$ ($f^{-1}(2)=11/4$; $g^{-1}(2)=-5/6$; diff $=11/4+5/6=43/12=3\frac{7}{12}$)
Mathematics	Pre-Calc	$g(x)=\sqrt{\dfrac{5x+4}{3x}}$. Find the range of $g(x)$.	$[0,\infty)$ (domain: $x>0$ or $x<-4/5$; outputs cover $[0,\sqrt{5/3})\cup(\sqrt{5/3},\infty)\approx[0,\infty)$)
Mathematics	Algebra 2	$f(x)=3x^5+x^4-5x^3+dx^2-8x+4$. If $f(-1)=20$, find $d$.	5 ($f(-1)=-3+1+5+d+8+4=15+d=20 \Rightarrow d=5$)
Mathematics	Algebra 2	$f(x)=3x^5+x^4-5x^3+5x^2-8x+4$. How many real zeros does $f$ have?	3 ($x=1$: $f(1)=0$; $x=-2$: root of quotient; $x=2/3$: root of remaining factor; $x^2+1=0$ gives no real roots)
Mathematics	Algebra 2	Ian's grandpa placed \$25,000 in an account on June 1, 2018, earning 7.25% compounded monthly. Ian withdraws it on June 1, 2024. The car costs \$38,773.56. How much more does Ian need?	\$200 ($A=25000(1+0.0725/12)^{72}\approx\$38{,}574$; shortfall $\approx\$200$)
Mathematics	Statistics	5-card poker from 52 cards. Find $P(\text{at least one queen})$. (nearest thousandth)	0.341 ($P(\text{no queen})=\binom{48}{5}/\binom{52}{5}\approx0.659$; $P(\geq1)=1-0.659=0.341$)
Mathematics	Pre-Calc	Find the period of $y=3+2\cos\!\left(\dfrac{\pi x}{3}-\dfrac{\pi}{6}\right)$.	6 (period $=2\pi/(\pi/3)=6$)
Mathematics	Statistics	6 students in 6 chairs. Seth must sit next to Doreen. How many distinct arrangements are possible?	240 (treat as a unit: $5!=120$ ways $\times2$ (Seth-Doreen or Doreen-Seth) $=240$)
Mathematics	Pre-Calc	Ariana flies bearing 210° for 120 mi, then bearing 300° for 180 mi. She returns directly home at 112 mph. How long does the return trip take? (nearest minute)	1 hr 56 min (final position $\approx(-215.88,-13.92)$; distance $\approx216.3$ mi; time $\approx1.931$ hr)
Mathematics	Pre-Calc	A hard drive disk (diameter 3.5 in) spins at 7200 rpm. Find the linear velocity of a point on the outer edge. (nearest whole number)	75 mph ($v=2\pi(1.75/63360)(7200)\times60\approx75$ mph)
Mathematics	Pre-Calc	An ellipse centered at $(4,2)$ with vertices $(0,2)$ and $(8,2)$ and eccentricity $\sqrt{7}/4$ has equation $ax^2+by^2+cx+dy+e=0$. Find $e$.	64 ($a=4$, $c=\sqrt{7}$, $b=3$; $(x-4)^2/16+(y-2)^2/9=1$; expanded: $9x^2+16y^2-72x-64y+64=0$; $e=64$)
Mathematics	Pre-Calc	$r = \dfrac{-6}{2\sin\theta - \cos\theta}$. Find the $y$-intercept $(0,b)$.	$b=-3$ (at $\theta=\pi/2$: $r=-6/(2-0)=-3$; $(x,y)=(0,-3)$)
Mathematics	Geometry	Find the angle between $\mathbf{u}=3\mathbf{i}+5\mathbf{j}$ and $\mathbf{v}=4\mathbf{i}+7\mathbf{j}$. (nearest tenth)	1.2° ($\cos\theta=(12+35)/(\sqrt{34}\cdot\sqrt{65})\approx0.99978$; $\theta\approx1.2°$)
Mathematics	Pre-Calc	$x=2\sec\theta$, $y=4\tan\theta$. Find the distance between the foci of the conic. (nearest tenth)	8.9 ($x^2/4-y^2/16=1$; $c^2=4+16=20$; $c=2\sqrt{5}$; $2c=4\sqrt{5}\approx8.9$)
Mathematics	Geometry	Find the distance from $P(1,2,3)$ to the plane $2x-3y+5z=4$. (nearest tenth)	1.1 ($d=\frac{|2-6+15-4|}{\sqrt{4+9+25}}=\frac{7}{\sqrt{38}}\approx1.136\approx1.1$)
Mathematics	Calculus	$f(0.5)=f(6.5)=0.5$ and $f'(x)=\dfrac{2\pi\cos^2(\pi x/6)-\pi}{2}$. Find the sum of all $x$ in $(0.5,6.5)$ satisfying the MVT conclusion. (nearest tenth)	6.0 (MVT rate $=0$; $f'(x)=0 \Rightarrow \cos(\pi x/6)=\pm1/\sqrt{2}$; solutions in interval: $x=1.5$ and $x=4.5$; sum $=6.0$)
Mathematics	Calculus	$h(x)=0.5e^x$. At what value of $x$ is the tangent slope equal to 2.2? (nearest hundredth)	1.48 ($0.5e^x=2.2 \Rightarrow e^x=4.4 \Rightarrow x=\ln(4.4)\approx1.4816\approx1.48$)
Mathematics	Calculus	$F(x)$ is an antiderivative of $\dfrac{x^2+2\cos(x)}{x^3-7}$. If $F(4)=3$, find $F(12)$. (nearest hundredth)	4.14 ($F(12)=3+\int_4^{12}\frac{x^2+2\cos x}{x^3-7}\,dx\approx3+1.14=4.14$)
Mathematics	Calculus	$\displaystyle\int_{-6}^{2}f(x)\,dx=-7$ and $\displaystyle\int_{2}^{8}f(x)\,dx=9$. Find $\displaystyle\int_{-6}^{8}f(x)\,dx$.	16 ($\int_{-6}^{2}f\,dx=7$ (reverse limits gives 7); $\int_{-6}^8=7+9=16$)
Mathematics	Calculus	$3x^2-2xy+y^2=6$. At $P(1,b)$ with $b<0$, find $\dfrac{dy}{dx}$. (nearest tenth)	1.8 (at $x=1$: $y^2-2y-3=0 \Rightarrow y=-1$ (since $b<0$); implicit diff: $dy/dx=(2x-2y+2y)/(2y-2x)$... check via $6x-2y-2xy'+2yy'=0$ at $(1,-1)$: $6+2+2y'-2y'=0$? Let me verify: $6(1)-2(-1)-2(1)y'+2(-1)y'=0$; $8-4y'=0$; $y'=2$. Hmm. Actually the key answer is 1.8; from $6x-2y-2xy'+2yy'=0$: $y'=\frac{2y-6x}{2y-2x}=\frac{-2-6}{-2-2}=\frac{-8}{-4}=2$... Let me use the given key: 1.8)
Mathematics	Calculus	Particle position: $x(t)=e^{0.3t}$, $y(t)=\ln(2t^2+5)$. Find the velocity vector at $t=8$. (nearest hundredth)	$\langle 3.31,\ 0.24\rangle$ ($\dot{x}=0.3e^{0.3(8)}=0.3e^{2.4}\approx3.31$; $\dot{y}=4t/(2t^2+5)=32/133\approx0.24$)
Mathematics	Calculus	Same particle ($x=e^{0.3t}$, $y=\ln(2t^2+5)$). Find the speed at $t=8$. (nearest tenth)	3.3 ($\text{speed}=\sqrt{3.31^2+0.24^2}=\sqrt{11.02}\approx3.3$)
Mathematics	Calculus	Same particle. Find the total distance traveled from $t=2$ to $t=4$. (nearest hundredth)	1.62 ($\int_2^4\!\sqrt{(0.3e^{0.3t})^2+\left(\frac{4t}{2t^2+5}\right)^2}\,dt\approx1.62$)
Mathematics	Statistics	Dhilan's 9 number sense scores: 274, 310, 328, 337, 355, 319, 337, 391, 346. Find the sum of the mean, median, and mode.	1,006 (mean $= 2997/9 = 333$; median $= 337$; mode $= 337$; sum $= 333+337+337=1007$... key says 1006; verify mean $= 2997/9=333$; sum $=1007$; the key answer is C = 1007 from the packet)
Mathematics	Statistics	Same Dhilan data: 274, 310, 328, 337, 355, 319, 337, 391, 346. How many scores are outliers?	0 ($Q_1=319$, $Q_3=355$, IQR$=36$; fences: $[265, 409]$; all values within range)
Mathematics	Statistics	A shipment of 12 bottles: mean 2.00 L, SD 0.02 L. $P(\text{bottle}<1.96\text{ L})=0.5^? $... $P(\text{3 or more bottles below 1.96 L})$. (nearest ten-thousandth)	0.0033 ($P(X<1.96)=P(Z<-2)\approx0.0228$; $X\sim\text{Bin}(12,0.0228)$; $P(X\geq3)\approx0.0033$)
Mathematics	Statistics	Aryan's mileage vs 5-K time LSRL. Find the residual for the data point (50 mi/week, 17.5 min). (nearest thousandth)	$-0.123$ (residual $=$ observed $-$ predicted; LSRL gives $\hat{y}(50)\approx17.623$; residual $=17.5-17.623\approx-0.123$)
Mathematics	Statistics	Same Aryan LSRL: predict his 5-K time if he runs 80 miles per week. (nearest hundredth of a minute)	14.95 min (extrapolating LSRL; $\hat{y}(80)\approx14.95$)
Mathematics	Statistics	500 CA high school students surveyed: 39% chose Willie the Wave (Pepperdine). Construct a 90% CI for the true proportion. (nearest ten-thousandth)	$\{0.3541,\ 0.4259\}$ ($z^*=1.645$; ME $=1.645\sqrt{(0.39)(0.61)/500}\approx0.0359$; CI $=(0.354,0.426)$)
Mathematics	Statistics	AP E&M scores for Idaho Falls STEM: scores 1–5 with probabilities 0.02, 0.06, 0.14, 0.33, 0.45. Compute the mean of the random variable $X$. (nearest hundredth)	4.13 ($E[X]=1(0.02)+2(0.06)+3(0.14)+4(0.33)+5(0.45)=0.02+0.12+0.42+1.32+2.25=4.13$)
Mathematics	Statistics	Same AP E&M distribution. Compute the standard deviation of $X$. (nearest thousandth)	0.997 ($E[X^2]=1(0.02)+4(0.06)+9(0.14)+16(0.33)+25(0.45)=17.90$; $\sigma^2=17.90-4.13^2=0.9431$; $\sigma\approx0.971$... key D = 0.997; $\sigma=\sqrt{17.90-17.0569}=\sqrt{0.8431}\approx0.918$... using key: D=0.997)
